,diatonic_pct,triad_pct,mode_sin,mode_cos,step_range,ioi_mean,n_peaks,repeat_ratio,pitch_mean,bucket_year,cluster_id,intra_sd,cluster_size,song_title,performer,style_id,is_representative,major,is_new_style
27,0.9571833054508168,0.6068255022148399,0.7818314824680298,0.6234898018587336,17.0,0.6674488068095238,9.0,0.6976744186046512,59.88372093023256,1993,0,0.046904825371082676,859,Knocks Me Off My Feet,Donell Jones,1,0,1,1
28,0.9663291026924712,0.6084400955572822,0.43388373911755823,-0.900968867902419,14.0,0.7808645461891891,9.0,0.631578947368421,61.526315789473685,1993,1,0.03599060412815587,295,Candy Everybody Wants,"10,000 Maniacs",2,0,1,1
29,0.8112848604228137,0.5153386169843936,-0.9749279121818236,-0.2225209339563146,14.0,0.9954747673793104,7.0,0.6333333333333333,59.66666666666666,1993,2,0.0382917112167149,218,Spin Spin Sugar,Sneaker Pimps,4,0,0,1
30,0.8486877212350038,0.5364836955183695,-0.9749279121818236,-0.2225209339563146,18.0,1.315632369625,6.0,0.5294117647058824,58.88235294117647,1998,0,0.05365803195992884,216,My Way,Limp Bizkit,4,0,0,1
31,0.9290426033847164,0.6424182554551559,0.43388373911755823,-0.900968867902419,15.0,0.5481986394528302,12.0,0.7037037037037037,58.46296296296296,1998,1,0.03520029813966739,376,Don't Talk,Jon B,2,0,1,1
32,0.9904719407669724,0.6229766891349054,0.7818314824680298,0.6234898018587336,18.0,0.736521927425,11.0,0.7073170731707317,59.829268292682926,1998,2,0.04281052381138653,890,Hold On To Me,John Michael Montgomery,1,1,1,1
33,0.9852344778298238,0.6922195479930463,0.7818314824680298,0.6234898018587336,20.0,0.694488512804878,10.0,0.7380952380952381,60.07142857142857,2003,0,0.04654283751114902,980,Down,RKM & Ken-Y,1,0,1,1
34,0.968747380978786,0.6436645678636574,0.43388373911755823,-0.900968867902419,23.0,0.6513321642666667,10.0,0.7608695652173914,63.73913043478261,2003,1,0.036914611770509045,389,Baby I Love U,Jennifer Lopez,2,0,1,1
35,0.8923778923873028,0.54812302221242,-0.9749279121818236,-0.2225209339563146,12.0,1.1835153817083333,5.0,0.64,58.24,2003,2,0.04645498536774871,245,We Run This,Missy Elliott,4,0,0,1
36,0.9776139721313932,0.691664144739563,0.43388373911755823,-0.900968867902419,17.0,0.6588795378333333,10.0,0.813953488372093,61.604651162790695,2008,0,0.036748791052014715,428,Give It 2 Me,Madonna,2,0,1,1
37,0.926978504774643,0.6421239646637801,-0.9749279121818236,-0.2225209339563146,21.0,1.221731557041667,5.0,0.72,59.0,2008,1,0.05049474813658542,221,Buzzin',Shwayze Featuring Cisco Adler,4,0,0,1
38,0.9923458727908044,0.6743095081585965,0.7818314824680298,0.6234898018587336,20.0,0.6242422171777778,12.0,0.8043478260869565,60.28260869565217,2008,2,0.04414005001515633,1418,Up All Night,Blink-182,1,0,1,1
39,0.903646552148982,0.6272999062365165,-0.9749279121818236,-0.2225209339563146,21.0,0.7868264264324325,8.0,0.7105263157894737,60.23684210526316,2013,0,0.04526025771207952,241,L.A.LOVE (la la),Fergie,4,0,0,1
40,0.981555602225883,0.6360032646113468,0.43388373911755823,-0.900968867902419,16.0,0.8044902242499998,11.0,0.8648648648648649,62.0,2013,1,0.03560716828359856,528,Back Up,DeJ Loaf Featuring Big Sean,2,0,1,1
41,0.9952115830037204,0.6717277990480253,0.7818314824680298,0.6234898018587336,19.0,0.6533961602444444,11.0,0.8043478260869565,58.15217391304348,2013,2,0.043732162726421615,1161,Backroad Song,Granger Smith,1,0,1,1
